title,content
Gene-Targeted Immunotherapy Boosts Survival for Some Colon Cancer Patients,"By Ernie Mundell HealthDay Reporter

HealthDay

MONDAY, June 3, 2024 (HealthDay News) -- There's potential good news for a sizable minority of people battling advanced colon cancer.

Doctors in Britain say that an immunotherapy drug, given before surgery, can help many more patients with a specific genetic profile stay cancer-free long term.

The finding pertains to people with stage 2 or 3 colon tumors with a genetic profile known as MMR deficient/MSI-High.

About 10% to 15% of colon cancers have this profile, said a team led by Dr Kai-Keen Shiu, of the University College London (UCL) Cancer Institute.

Giving patients with advanced MMR deficient/MSI-High colon cancers the immunotherapy drug pembrolizumab (Keytruda) before their surgery kept up to 10 times as many of them cancer-free, compared to if they had not received the drug, the trial found.

“We need to wait to see whether the patients in our trial remain cancer-free over a longer period of time, but initial indications are extremely positive,"" Shiu said in a university news release. He is a medical oncologist at University College London Health.

The findings were presented Sunday at the annual meeting of the American Society of Clinical Oncology in Chicago. The research was funded by Merck Sharp and Dohme, which make Keytruda.

As Shui's team explained, colon cancer caught early has a relatively good prognosis. But five-year survival falls to 65% for folks whose cancer is already at stage 3, and to just 10% for those with stage 4 disease.

Immunotherapies such as Keytruda have worked against many other types of advanced cancers, so the British group tried the therapy in 32 patients with stage 2 or 3 MMR deficient/MSI-High colon cancers.

Patients received nine weeks of Keytruda prior to surgery that aimed at removing the colon tumor.

The result: More than half of patients pre-treated with Keytruda showed no signs of cancer following their surgery, the researchers reported.

Compare that to prior studies, where just 4% of patients were found to be cancer-free after getting chemotherapy alone before their procedures.

""The median cancer-free period was 9.7 months and ranged from 5.3 to 19 months among individual patients,"" according to the UCL news release.

“Our results indicate that pembrolizumab is a safe and highly effective treatment to improve outcomes in patients with high-risk bowel [colon] cancers, increasing the chances of curing the disease at an early stage,"" Shui concluded.

Longer-term follow-up is planned, to see if the benefit lasts over the longer term, the authors said.

“This is a really very exciting new treatment for the 10-15% of patients who have the right genetic makeup. Immunotherapy prior to surgery could well become a ‘game-changer’ for these patients with this type of cancer,"" added Dr. Mark Saunders, a clinical oncologist at The Christie NHS Foundation Trust in Manchester, U.K.

""Not only is the outcome better, but it saves patients from having more conventional chemotherapy, which often has more side effects,"" Saunders said.

More information

Find out more about colon cancer at the American Cancer Society.

SOURCE: University College London, news release, June 2, 2024"
Scientists Spot Gene Behind Form of Intellectual Disability Affecting Thousands Worldwide,"By Dennis Thompson HealthDay Reporter

HealthDay

MONDAY, June 3, 2024 -- Mutations in a single newly identified gene are responsible for developmental disorders affecting tens of thousands of people worldwide, a new study claims.

The gene – RNU4-2 – can cause a collection of developmental symptoms that had not previously been tied to a distinct genetic disorder, researchers report.

The discovery is significant because it represents one of the most common single-gene genetic causes of such disorders, ranking second only to a movement disorder called Rett syndrome, researchers said.

“Nowadays, finding a single gene that harbors genetic variants responsible for tens of thousands of patients with a rare disease is exceptionally unusual,” said lead researcher Daniel Greene, an assistant professor of genetics and genomics sciences at the Icahn School of Medicine at Mount Sinai in New York City. “Our discovery eluded researchers for years due to various sequencing and analytical challenges.”

More than 99% of genes known to harbor mutations that cause developmental disorders produce proteins through a process called encoding.

These disorders cause developmental delays that affect a person’s social, academic or occupational function, researchers said. They also cause intellectual delays that limit a person’s learning, reasoning and problem-solving skills.

Researchers figured that they might be overlooking some genetic causes of developmental disorder because non-coding genes that don’t produce proteins were being overlooked.

RNU4-2 is a non-coding gene, and researchers discovered it after using a U.K. genetics library to analyze over 41,000 non-coding genes in more than 5,500 people with intellectual disability and about 46,400 healthy people.

The new study appears in the journal Nature Medicine.

""What I found remarkable is how such a common cause of a neurodevelopmental disorder has been missed in the field because we've been focusing on coding genes,” Dr. Heather Mefford, a researcher with the Center for Pediatric Neurological Disease Research at St. Jude Children’s Research Hospital, said in a news release. Mefford was not involved with the research.

“This study's discovery of mutations in non-coding genes, especially RNU4-2, highlights a significant and previously overlooked cause,” Mefford continued. “It underscores the need to look beyond coding regions, which could reveal many other genetic causes, opening new diagnostic possibilities and research opportunities.""

RNU4-2 is a very short gene, “but this gene plays a crucial role in a basic biological function of cells, called gene splicing, which is present in all animals, plants and fungi,"" said senior researcher Ernest Turro, an associate professor of genetics and genomic sciences at Icahn Mount Sinai.

“Most people with a neurodevelopmental disorder do not receive a molecular diagnosis following genetic testing,” Turro said in a Mount Sinai news release. “Thanks to this study, tens of thousands of families will now be able to obtain a molecular diagnosis for their affected family members, bringing many diagnostic odysseys to a close.”

More information

The U.S. Centers for Disease Control and Prevention has more about developmental disability.

SOURCE: Icahn School of Medicine at Mount Sinai, news release, May 31, 2024"
Early Hints at a Gene Therapy Cure for Herpes,"By Dennis Thompson HealthDay Reporter

HealthDay

WEDNESDAY, May 15, 2024 (HealthDay News) -- An experimental gene therapy could one day provide a first-ever cure for genital and oral herpes, researchers report.

The gene therapy removed 90% or more of oral herpes infection in lab mice, and it also suppressed how much virus an infected animal shed, according to results published May 13 in the journal Nature Communications.

The experimental therapy involves an injection of gene-editing molecules that seek out herpes virus hiding in the body, researchers said.

“Herpes is very sneaky. It hides out among nerve cells and then reawakens and causes painful skin blisters,” explained researcher Dr. Keith Jerome, a professor in the Vaccine and Infectious Disease Division at Fred Hutch Cancer Center in Seattle.

The gene-editing cocktail includes laboratory-modified delivery viruses that contain an enzyme that works like “molecular scissors,” the researchers said.

Once the delivery virus reaches a cluster of nerves where herpes is hiding, it releases the enzyme. The enzyme then snips away at the herpes virus's genes, to either damage or destroy it.

The enzyme “cuts in two different places in the herpes virus’s DNA,” said lead researcher Martine Albert, a principal staff scientist at Fred Hutch. “These cuts damage the virus so much that it can’t repair itself. Then the body’s own repair systems recognize the damaged DNA as foreign and get rid of it.”

An estimated 3.7 billion people younger than 50 have herpes simplex virus 1, which causes oral herpes, according to the World Health Organization.

Another 491 million people 15 to 49 have herpes simplex 2, which causes genital herpes.

This experimental therapy eliminated 90% of facial infection and 97% of genital infection in lab mice who were infected with herpes simplex 1, researchers say.

It took about a month for the treated mice to reach these reductions, and the reduction of virus appeared to become more complete over time.

“If you talk to people living with herpes, many are worried about whether their infection will transmit to others,” Jerome said in a cancer center news release. “Our new study shows that we can reduce both the amount of virus within the body and how much virus is shed.”

This new therapy represents a streamlined approach to attacking herpes.

In a 2020 study, the research team used three different delivery viruses armed with two different enzymes to attack herpes. This study used just one delivery virus and one enzyme capable of cutting the virus DNA in two places.

“Our streamlined gene-editing approach is effective at eliminating the herpes virus and has less side effects to the liver and nerves,” Jerome said. “This suggests that the therapy will be safer for people and easier to make, since it has fewer ingredients.”

Researchers are preparing to translate the findings into treatments for humans that can be tested in clinical trials.

“We’re collaborating with numerous partners as we approach clinical trials so we align with federal regulators to ensure safety and effectiveness of the gene therapy,” Jerome said.

The team also is adapting the gene-editing technology to target herpes simplex 2 viruses.

More information

The Cleveland Clinic has more about herpes simplex.

SOURCE: Fred Hutch Cancer Center, news release, May 13, 2024"
Baby Girl Born Deaf Gains Hearing After Gene Therapy,"By Ernie Mundell HealthDay Reporter

HealthDay

FRIDAY, May 10, 2024 (HealthDay News) -- Opal Sandy was born into a world she could not hear.

The British baby girl, now 18 months old, had a rare genetic condition called auditory neuropathy that interrupted nerve impulses that travel from the inner ear to the brain. She'd been fitted with a cochlear implant, but it could only help so much.

Then came a breakthrough gene therapy trial conducted by a team at Cambridge University Hospitals in England that's brought a world of sound to little Opal.

""When Opal could first hear us clapping unaided it was mind-blowing — we were so happy when the clinical team confirmed at 24 weeks that her hearing was also picking up softer sounds and speech,"" her mother Jo Sandy said in a hospital news release. ""The phrase ‘near normal’ hearing was used and everyone was so excited such amazing results had been achieved.""

Opal is the first child in the U.K. and the youngest in the world to receive the new therapy.

""These results are spectacular and better than I expected,"" said Dr. Manohar Bance, an ear surgeon at the hospital and chief investigator of the new trial. ""Gene therapy has been the future in otology and audiology for many years and I’m so excited that it is now finally here. This is hopefully the start of a new era for gene therapies for the inner ear and many types of hearing loss.""

He and his colleagues presented their findings Wednesday at the annual meeting of the American Society of Gene and Cell Therapy in Baltimore.

As the researchers explained, auditory neuropathy can arise from a single variation in a gene called OTOF, responsible for producing a protein called otoferlin. The tiny hairs of the inner ear need otoferlin to transmit signals to nerves responsible for hearing.

The gene deficiency behind auditory neuropathy often goes undetected in newborn screenings, so children with the condition are often not diagnosed until age 2 or 3, when delays in speech have set in.

“We have a short time frame to intervene because of the rapid pace of brain development at this age,"" Bance said in the news release. ""Delays in the diagnosis can also cause confusion for families as the many reasons for delayed speech and late intervention can impact a children’s development.”

Opal's parents knew their daughter was at risk for auditory neuropathy because her older sister already had the condition. Gene tests conducted when Opal was just three weeks old confirmed that she too carried the gene variant.

The gene therapy Opal received involved the transmission into her right ear of a working copy of the OTOF gene, delivered during surgery into the ear's cochlea via a harmless virus called AAV1. The baby girl was also fitted out with a cochlear implant in her left ear.

Six months later, the results were already remarkable, her parents and doctors said. Opal could respond to sound even when her left ear cochlear implant was switched off. She could even detect low sounds such as whispers in her treated right ear.

At 18 months, Opal easily responds to her parents' voices and uses words like ""Dada"" and ""bye bye.""

""It was our ultimate goal for Opal to hear all the speech sounds,"" said her father, James Sandy. ""It’s already making a difference to our day-to-day lives, like at bath-time or swimming, when Opal can’t wear her cochlear implant. We feel so proud to have contributed to such pivotal findings, which will hopefully help other children like Opal and their families in the future.""

The global trial is ongoing, and experts believe gene therapy could revolutionize the treatment of hearing loss.

""Many families will welcome these developments, and we look forward to learning about the long-term outcomes for the children treated,"" Martin McLean, senior policy advisor at the National Deaf Children’s Society in Britain, said in the hospital news release. ""This trial will teach us more about the effectiveness of gene therapy in those cases where deafness has a specific genetic cause.""

More information

Find out more about auditory neuropathy at Cincinnati Children's Hospital Medical Center.

SOURCE: NHS Cambridge University Hospitals news release, May 9, 2024"
Gene Discovery Points to a New Form of Alzheimer's,"By Dennis Thompson HealthDay Reporter

HealthDay

TUESDAY, May 7, 2024 (HealthDay News) -- People who carry two copies of the gene mutation most strongly implicated in Alzheimer’s disease are almost certain to develop brain changes related to the degenerative disorder, a new study says.

A single mutated APOE4 gene has been found to pose the strongest genetics-driven risk factor for late-onset Alzheimer’s, researchers said.

Virtually everyone with two copies of the APOE4 gene mutation wound up with higher levels of Alzheimer’s-related brain by age 55, compared to people with another version of APOE, researchers reported May 6 in the journal Nature Medicine.

By age 65, more than 95% of people with two APOE4 genes showed abnormal levels of amyloid protein in their cerebrospinal fluid and 75% had positive amyloid scans, researchers said. Amyloid beta plaques are one of the hallmark symptoms of Alzheimer’s.

These findings suggest that having two copies of the APOE4 gene could represent a new genetic form of Alzheimer’s disease, said Dr. Juan Fortea, director of the Memory Unit at the Sant Pau Research Institute’s Neurology Service in Barcelona, Spain.

“This gene has been known for over 30 years and it was known to be associated with a higher risk of developing Alzheimer's disease. But now we know that virtually all individuals with this duplicated gene develop Alzheimer's biology,” Fortea said in a news release.

“This is important because they represent between 2 and 3% of the population,"" he added.

For the study, Fortea and colleagues analyzed data from nearly 3,300 brain donors, including samples from 273 people with two copies of the APOE4 gene.

The team also evaluated clinical data from more than 10,000 people with evidence of Alzheimer’s disease, including 519 people with two copies of APOE4.

""The data clearly show that having two copies of the APOE4 gene not only increases the risk, but also anticipates the onset of Alzheimer's, reinforcing the need for specific preventive strategies,” researcher Dr. Alberto Lleó, director of the Sant Pau Research Institute’s Neurology Service, said in a news release.

Because people who test positive for two copies of APOE4 are almost certain to develop Alzheimer’s, they could be the focus of clinical trials aimed at testing targeted prevention and treatment methods, the researchers said.

More information

The Alzheimer’s Association has more on Alzheimer’s and genetics.

SOURCE: Sant Pau Research Institute, news release, May 6, 2024"
Gene Therapy Improves Vision in People With Inherited Blindness,"By Dennis Thompson HealthDay Reporter

HealthDay

MONDAY, May 6, 2024 (HealthDay News) -- An injectable gene therapy caused measurable improvements in vision among a small group of people with inherited blindness, an early-stage clinical trial says.

Researchers recruited 14 people with Leber Congenital Amaurosis (LCA), a rare genetic condition that causes babies to lose some or all of their sight from birth.

Eleven of the 14 had measurable improvements in the vision of one eye that received a single injection of a gene-editing medication, researchers report in the New England Journal of Medicine.

“Our patients are the first congenitally blind children to be treated with gene editing, which significantly improved their daytime vision,” researcher Dr. Tomas Aleman, a pediatric ophthalmologist at the Children’s Hospital of Philadelphia, said in a news release.

“While more research is needed to determine who may benefit most, we consider the early results promising,” added lead researcher Dr. Eric Pierce, director of Mass Eye and Ear Ocular Genomics Institute and Berman-Gund Laboratory for the Study of Retinal Degenerations in Boston.

“To hear from several participants how thrilled they were that they could finally see the food on their plates – that is a big deal,” Pierce said. “These were individuals who could not read any lines on an eye chart and who had no treatment options, which is the unfortunate reality for most people with inherited retinal disorders.”

LCA affects 2 to 3 out of 100,000 babies born each year, researchers said.

Many babies born with LCA are born blind, and those who aren’t typically begin losing their sight by around 6 months of age.

LCA is caused by mutations in the centrosomal protein 290 (CEP290) gene, researchers said.

These mutations cause malfunctions in the rods and cones of the retina, which detect incoming visual signals and process them into electrical signals received by the brain, researchers said.

CEP290 gene mutations are the leading cause of inherited blindness that take place during a person’s first decade of life, researchers said.

To come up with a genetic solution, researchers turned to CRISPR-Cas9, a gene editing toolkit that essentially acts as a pair of gene-level scissors. The tool can cut away a portion of a mutated gene, potentially rendering it functional following the edit.

The resulting clinical trial proved the first time any patient ever received a CRISPR-based gene medicine directly inside their bodies, researchers said.

Results showed that:

11 participants, or about 79%, had improvement in at least one of four measured vision outcomes.

6 participants, or about 43%, showed improvement in two or more outcomes.

6 participants, or about 43%, reported improved vision-related quality of life.

4 participants, or about 29%, had clinically meaningful improvement in visual acuity, or how well they could identify objects or letters on a chart.

“We’ve demonstrated that we can safely deliver a CRISPR-based gene editing therapeutic to the retina and have clinically meaningful outcomes,” Dr. Baisong Mei, chief medical officer for Editas Medicine, the Cambridge, Mass., biotech company that created the injection, said in a news release.

The first injection of CRISPR treatment for an LCA patient occurred in early 2020 at the Casey Eye Institute at Oregon Health & Science University in Portland.

“There is nothing more rewarding to a physician than hearing a patient describe how their vision has improved after a treatment,” Dr. Mark Pennesi, the OHSU professor of ophthalmology who led the treatment there, said in a news release.

“One of our trial participants has shared several examples, including being able to find their phone after misplacing it and knowing that their coffee machine is working by seeing its small lights,” Pennesi said. “While these types of tasks might seem trivial to those who are normally sighted, such improvements can have a huge impact on quality of life for those with low vision.”

Other LCA patients received the gene treatment at Mass Eye and Ear; the Bascom Palmer Eye Institute in Miami; the W.K. Kellogg Eye Center in Ann Arbor, Mich.; and the Scheie Eye Institute at the Children’s Hospital of Philadelphia.

The treatments involved 12 adults and two children, researchers said. Participants were monitored every three months for one year, and then less often for two more years.

Editas funded the clinical trial, which was paused in November 2022 to seek other commercial partners to collaborate in development of the experimental therapy.

Researchers are now exploring working with other commercial partners in collaboration with Editas to conduct additional, larger-scale trials.

More information

The Cleveland Clinic has more about Leber Congenital Amaurosis.

SOURCE: Mass Eye and Ear, news release, May 6, 2024; Oregon Health & Science University, news release, May 6, 2024"
Living Healthy Counters Effects of 'Life-Shortening' Genes,"By Dennis Thompson HealthDay Reporter

HealthDay

TUESDAY, April 30, 2024 (HealthDay News) -- Doctors argue that genetics aren’t destiny when it comes to a person’s health, and a study appears to support that notion.

A healthy lifestyle can offset the effects of life-shortening genes by more than 60%, researchers found.

People at high genetic risk of a curtailed lifespan could extend their life expectancy by nearly 5.5 years if they’ve adopted a healthy lifestyle by age 40, results show.

On the other hand, an unhealthy lifestyle is associated with a 78% increased risk of an early death, regardless of a person’s genetic predisposition.

The study highlights “the pivotal role of a healthy lifestyle in mitigating the impact of genetic factors on lifespan reduction,” concluded the research team led by Dr. Xue Li with the Center of Clinical Big Data and Analytics of The Second Affiliated Hospital at Zhejiang University School of Medicine in Hangzhou, China.

“Public health policies for improving healthy lifestyles would serve as potent complements to conventional healthcare and mitigate the influence of genetic factors on human lifespan,” the researchers said.

For the study, researchers analyzed data drawn from nearly 354,000 people participating in the UK Biobank genetics and health study. More than 24,000 died over an average follow-up of nearly 13 years.

Each person was scored based on their genetic health risks, and they also received a score regarding the healthiness of their lifestyle.

A healthy lifestyle included no smoking, moderate drinking, regular physical activity, a healthy body shape, adequate sleep and a healthy diet, researchers said.

About 23% had a completely healthy lifestyle based on those measures, 56% had a moderately healthy lifestyle, while 22% had an unhealthy lifestyle.

Those genetically predisposed to a short lifespan were 21% more likely than those genetically predisposed to a long life, regardless of lifestyle.

But those with an unhealthy lifestyle were 78% more likely to die early than those with a healthy lifestyle, regardless of their genetics.

Overall, those who combined bad genetics and an unhealthy lifestyle were twice as likely to die as those with good genes who were living healthy, results show.

Four factors in particular contributed to healthy living that made a difference in longevity, researchers said -- not smoking, regular exercise, good sleep and a healthy diet.

The new study was published April 29 in the journal BMJ Evidence Based Medicine.

More information

The National Institutes of Health has more about longevity and genetics.

SOURCE: BMJ, news release, April 29, 2024"
Scientists Discover Cause of Rare Movement Disorder,"By Dennis Thompson HealthDay Reporter

HealthDay

MONDAY, April 29, 2024 (HealthDay News) -- Researchers have conclusively identified the genetic cause of a rare, progressive movement disorder.

A rare extra-long version of a gene appears to cause nerve cells to become poisoned by toxic proteins in people with spinocerebellar ataxia 4 (SCA4), researchers report.

SCA4 causes muscle weakness and difficulty coordinating body movement, most notably resulting in a jerky and unsteady walking style and difficulty speaking, according to the National Institutes of Health (NIH).

The disease also causes a progressive loss of feeling in the hands and feet and a loss of reflexes, the NIH says.

There’s no known cure for SCA4, and up to now there was no known cause, researchers said.

SCA4’s pattern of inheritance had long made it clear the disease was genetic, but researchers have struggled for 25 years to figure out the exact genetics behind the disorder.

Now, using a recently developed advanced sequencing technology to analyze the genetics of several Utah families, researchers found a section in a gene called ZFHX3 that’s much longer than it should be, containing an extra-long string of repetitive DNA.

Human cells that have the extra-long version of ZFHX3 appear to be sick. They aren’t able to recycle proteins as well as they should, and some contain clumps of stuck-together protein.

“This mutation is a toxic expanded repeat and we think that it actually jams up how a cell deals with unfolded or misfolded proteins,” said senior researcher Dr. Stefan Pulst, chair of neurology at the University of Utah School of Medicine.

Healthy cells need to constantly break down proteins that are no longer functioning. Researchers demonstrated that the SCA4-causing mutation could essentially poison nerve cells by gumming up the works of the cells’ protein-recycling machinery.

The new study was published April 29 in the journal Nature Genetics.

Figuring out the cause of SCA4 is the first step in developing effective treatments, Pulst said.

“The only step to really improve the life of patients with inherited disease is to find out what the primary cause is,” Pulst said in a university news release. “We now can attack the effects of this mutation potentially at multiple levels.""

For example, a similar process interfering with protein recycling occurs in another movement disorder called SCA2, researchers noted.

A potential therapy for SCA2 is currently being tested in a clinical trial, and there’s a possibility that it might work for SCA4 as well, given the results of this study.

People in families affected by SCA4 can also find out if they have this specific genetic change, which can help them prepare for its onset, said lead researcher Pattie Figueroa, a project manager in neurology at the University of Utah School of Medicine.

“They can come and get tested and they can have an answer, for better or for worse,” Figueroa said.

“I’ve been working on SCA4 directly since 2010 when the first family approached me, and once you go to their homes and get to know them, they’re no longer the number on the DNA vial,” Figueroa added. “These are people you see every day… You can’t walk away. This is not just science. This is somebody’s life.”

More information

The National Institutes of Health has more about SCA4.

SOURCE: University of Utah, news release, April 29, 2025"
Patient Gets First-Ever Pig Kidney Transplant Plus Heart Pump,"By Dennis Thompson HealthDay Reporter

HealthDay

WEDNESDAY, April 24, 2024 (HealthDay News) -- New Jersey native Lisa Pisano was staring down the end of her days.

The 54-year-old had heart failure and end-stage kidney disease, but several chronic medical conditions excluded her as a candidate for heart and kidney transplants.

“All I want is the opportunity to have a better life,” Pisano said in a news release. “After I was ruled out for a human transplant, I learned I didn’t have a lot of time left.”

But Pisano has gotten a new lease on life, thanks to a combined transplant of a mechanical heart pump and a gene-edited pig kidney.

It’s the first time the two vastly different medical technologies have been performed on one patient, said surgeons at NYU Langone Health in New York City.

There are no documented instances of anyone with a mechanical heart pump receiving an organ transplant of any kind, they added.

What’s more, this is only the second known transplant of a gene-edited pig kidney into a living person, they said.

The first occurred in March, with doctors at Massachusetts General Hospital placing a genetically tweaked pig kidney into Rick Slayman, 62, of Weymouth, Mass.

“It is incredible to consider the scientific achievements that have led to our ability to save Lisa’s life, and what we are endeavoring to do as a society for everyone in need of a life-saving organ,” said Dr. Robert Montgomery, director of the NYU Langone Transplant Institute.

Nearly 104,000 people are on the waiting list for a transplant, including more than 89,000 waiting for a kidney, the doctors said in background notes.

About 808,000 people in the United States have end-stage kidney disease, but only about 27,000 received a transplant last year, they added.

Surgeons first implanted the heart pump into Pisano, and days later followed up by implanting the gene-edited pig kidney and the pig’s thymus gland to help ward off rejection.

Without the heart pump, Pisano’s life expectancy would have been measured in days or weeks, researchers said.

But Pisano was stuck in a Catch-22, as patients with chronic kidney disease typically aren’t allowed to get a heart pump.

“Without the possibility of a kidney transplant, she would not have been eligible as a candidate for [a heart pump], due to the high mortality in patients on dialysis with heart pumps,” said Dr. Nader Moazami, chief of heart and lung transplantation at NYU Grossman School of Medicine.

“This unique approach is the first time in the world that [heart pump] surgery has been done on a dialysis patient with a subsequent plan to transplant a kidney,” Moazami added in an NYU Langone news release.

The pump was implanted on April 4, and the pig kidney transplant occurred on April 12.

Pisano had high levels of harmful antibodies that would have attacked any transplanted human kidney, doctors noted. It likely would have taken years to find an appropriate human match.

But Montgomery found that an experimental gene-edited pig kidney developed by United Therapeutics Corp. was not only available, but also was a good match for Pisano.

The kidney was engineered to block a gene responsible for producing a sugar known as alpha-gal. Previous studies have shown that removing alpha-gal can prevent an antibody reaction that can trigger rejection of the pig kidney.

Pisano also received the donor pig’s thymus gland, which is responsible for educating the immune system and will further lower the risk of rejection.

Other experimental gene-edited pig organs have included many different genetic alterations intended to ward off rejection, but Montgomery thinks simple could be better.

“By using pigs with a single genetic modification, we can better understand the role one key stable change in the genome can have in making xenotransplantation a viable alternative,” Montgomery said.

“Since these pigs can be bred and do not require cloning like more-complex gene edits, this is a sustainable, scalable solution to the organ shortage,” Montgomery added. “If we want to start saving more lives quickly, using fewer modifications and medications will be the answer.”

More information

Harvard Medical School has more on the first gene-edited pig kidney transplant.

SOURCE: NYU Langone Health, news release, April 24, 2024"
Rare Genes Can Raise Odds for Obesity 6-Fold,"By Dennis Thompson HealthDay Reporter

HealthDay

THURSDAY, April 4, 2024 (HealthDay News) -- Two newly discovered genetic variations can have a powerful effect on a person’s risk for obesity, a new report says.

Variants in the gene BSN, also known as Bassoon, can increase risk of obesity as much as sixfold, researchers report April 4 in the journal Nature Genetics.

These variants affect about 1 in every 6,500 adults, researchers said.

Variants of the APBA1 gene also are associated with increased obesity risk, results show.

“We have identified two genes with variants that have the most profound impact on obesity risk at a population level we’ve ever seen,” said researcher Giles Yeo, a professor with the Medical Research Council’s Metabolic Diseases Unit at Cambridge University.

Previous genetic variants associated with obesity have been linked to the brain pathways normally associated with appetite regulation, known as the leptin-melanocortin pathway, researchers said.

Interestingly, neither the BSN nor the APBA1 gene are known to be involved in that brain pathway, researchers said.

Instead, prior studies have found that these genes play a role in the transmission of signals between brain cells -- suggesting that age-related brain declines might affect appetite control.

Further, neither gene is associated with childhood obesity risk, researchers said.

For the study, researchers used data from the UK Biobank genetic research project to perform genetic sequencing of body mass index in more than a half-million people.

They found that the BSN gene variants also had other health effects, such as increasing risk of type 2 diabetes and non-alcoholic fatty liver disease.

“The genetic variants we identify in BSN confer some of the largest effects on obesity, type 2 diabetes and fatty liver disease observed to date and highlight a new biological mechanism regulating appetite control,” researcher John Perry, a professor at Cambridge, said in a university news release.

More information

The Harvard T.H. Chan School of Public Health has more on obesity and genetics.

SOURCE: University of Cambridge, news release, April 4, 2024"
Mutation Helps Even Carriers of 'Alzheimer's Gene' Avoid Alzheimer's,"By Dennis Thompson HealthDay Reporter

HealthDay

FRIDAY, March 29, 2024 (HealthDay News) -- A genetic mutation that boosts cell function could protect people against Alzheimer’s disease, even if they carry another gene mutation known to boost dementia risk.

The newly discovered mutation appears to protect people who carry the APOE4 gene, which increases risk of Alzheimer’s, researchers said.

The protective mutation causes cells to produce a more powerful version of humanin, a tiny protein that plays an important role in cellular function.

Humanin levels are higher in people who have reached the age of 100 despite carrying the APOE4 gene, which predisposes people to early death as well as Alzheimer’s, researchers discovered.

Humanin produced by this variant also effectively cleared amyloid beta from the brains of lab mice carrying APOE4, researchers report.

“This new study sheds light on resilience genes that help people live longer and partially explains why some people at high risk for developing Alzheimer’s disease are spared,” said senior study author Dr. Pinchas Cohen, dean of the University of Southern California (USC) Leonard Davis School of Gerontology.

The gene variant that causes higher levels of humanin is called P3S-humanin, researchers said.

This variant is thought to be extremely rare, and is found primarily in people of Ashkenazi Jewish descent, researchers said.

Mitochondria, the energy powerhouse of cells, produce humanin to protect against cellular aging and stress, according to a 2023 review in the journal Biology.

Humanin has been shown to protect brain health, and can reduce inflammation and stress, the review says. It also can improve blood sugar metabolism and insulin resistance, two contributing factors to type 2 diabetes.

For the new study, researchers examined more than 500 healthy centenarians, near-centenarians and their children.

They found that about 12% of centenarians of Ashkenazi descent carried the P3S variant, compared to less than 0.2% of others.

Brain function tests among centenarians with the APOE4 gene found that those who also carried the PS3-humanin gene outperformed those who didn’t, suggesting that the humanin variant blunted some of their Alzheimer’s risk.

Between 40% and 60% of people diagnosed with Alzheimer’s carry the APOE4 gene, according to the Alzheimer’s Association.

Researchers then turned to mice genetically engineered to carry a humanized APOE4 gene. They found that treatment with PS3 gene-produced humanin resulted in a marked reduction of amyloid beta in the brains of the mice.

Treatment with standard humanin protein also resulted in some decrease of amyloid beta, but the effect was more powerful with the genetic variant, researchers said.

Amyloid beta plaques are a hallmark of Alzheimer’s disease.

Analysis showed that PS3-derived humanin allows it to bind more effectively with the APOE4 gene, researchers said.

“This humanin P3S, when made by mitochondria, actually binds the protein product of APOE4 very tightly. This seems to help clear away harmful amyloid-beta, which builds up in the brains of people with Alzheimer’s,” said lead researcher Brendan Miller, a postdoctoral scientist at the Salk Institute for Biological Studies.

“Our experiments showed that this protein variant could be a reason why some people with the risk-gene avoid Alzheimer’s and maintain good brain health into old age,” Miller added in a USC news release.

Future Alzheimer’s drugs might target APOE4 by using insights gained from PS3-derived humanin, Cohen said, and humanin also might be used to help people resist other age-related diseases.

The new study was published March 22 in the journal Aging Cell.

More information

The Alzheimer’s Association has more on genetic risk for Alzheimer’s.

SOURCE: University of Southern California, news release, March 23, 2024"
